date,timestamp,metal,exchange,currency,price,prev_close_price,ch,chp
2020-01-01T10:30:00.000Z,1577874600000.0,XAU,LBMA,EUR,1355.7059,1355.7059,0.0,0.0
2020-01-02T10:30:00.000Z,1577961000000.0,XAU,LBMA,EUR,1358.483,1360.6718,-2.1889,-0.1611
2020-01-03T10:30:00.000Z,1578047400000.0,XAU,LBMA,EUR,1388.1762,1364.089,24.0872,1.7352
2020-01-04T10:30:00.000Z,1578133800000.0,XAU,LBMA,EUR,1388.1762,1388.1762,0.0,0.0
2020-01-05T10:30:00.000Z,1578220200000.0,XAU,LBMA,EUR,1388.1762,1388.1762,0.0,0.0
2020-01-06T10:30:00.000Z,1578306600000.0,XAU,LBMA,EUR,1408.6564,1382.3477,26.3087,1.8676
2020-01-07T10:30:00.000Z,1578393000000.0,XAU,LBMA,EUR,1402.1661,1411.4304,-9.2642,-0.6607
2020-01-08T10:30:00.000Z,1578479400000.0,XAU,LBMA,EUR,1424.0666,1409.3567,14.7099,1.033
2020-01-09T10:30:00.000Z,1578565800000.0,XAU,LBMA,EUR,1393.2043,1424.7075,-31.5032,-2.2612
2020-01-10T10:30:00.000Z,1578652200000.0,XAU,LBMA,EUR,1396.4476,1395.5910000000001,0.8566,0.0613
2020-01-11T10:30:00.000Z,1578738600000.0,XAU,LBMA,EUR,1396.4476,1396.4476,0.0,0.0
2020-01-12T10:30:00.000Z,1578825000000.0,XAU,LBMA,EUR,1396.4476,1396.4476,0.0,0.0
2020-01-13T10:30:00.000Z,1578911400000.0,XAU,LBMA,EUR,1393.4478,1392.0546,1.3931,0.1
2020-01-14T10:30:00.000Z,1578997800000.0,XAU,LBMA,EUR,1389.9685,1394.8268,-4.8583,-0.3495
2020-01-15T10:30:00.000Z,1579084200000.0,XAU,LBMA,EUR,1392.8379,1386.6003,6.2377,0.4478
2020-01-16T10:30:00.000Z,1579170600000.0,XAU,LBMA,EUR,1392.4255,1389.4709,2.9546,0.2122
2020-01-17T10:30:00.000Z,1579257000000.0,XAU,LBMA,EUR,1401.2423,1400.0720000000001,1.1703,0.0835
2020-01-18T10:30:00.000Z,1579343400000.0,XAU,LBMA,EUR,1401.2423,1401.2423,0.0,0.0
2020-01-19T10:30:00.000Z,1579429800000.0,XAU,LBMA,EUR,1401.2423,1401.2423,0.0,0.0
2020-01-20T10:30:00.000Z,1579516200000.0,XAU,LBMA,EUR,1406.6306,1404.1498,2.4808,0.1764
2020-01-21T10:30:00.000Z,1579602600000.0,XAU,LBMA,EUR,1400.135,1402.8339999999994,-2.6991,-0.1928
2020-01-22T10:30:00.000Z,1579689000000.0,XAU,LBMA,EUR,1405.2128,1403.5444,1.6685,0.1187
2020-01-23T10:30:00.000Z,1579775400000.0,XAU,LBMA,EUR,1401.1811,1404.8327,-3.6516,-0.2606
2020-01-24T10:30:00.000Z,1579861800000.0,XAU,LBMA,EUR,1415.3602,1408.2918,7.0684,0.4994
2020-01-25T10:30:00.000Z,1579948200000.0,XAU,LBMA,EUR,1415.3602,1415.3602,0.0,0.0
2020-01-26T10:30:00.000Z,1580034600000.0,XAU,LBMA,EUR,1415.3602,1415.3602,0.0,0.0
2020-01-27T10:30:00.000Z,1580121000000.0,XAU,LBMA,EUR,1436.2358,1416.644,19.5918,1.3641
2020-01-28T10:30:00.000Z,1580207400000.0,XAU,LBMA,EUR,1435.3476,1438.846,-3.4984,-0.2437
2020-01-29T10:30:00.000Z,1580293800000.0,XAU,LBMA,EUR,1428.2338,1435.8695,-7.6357,-0.5346
2020-01-30T10:30:00.000Z,1580380200000.0,XAU,LBMA,EUR,1432.9495,1424.6079,8.3416,0.5821
2020-01-31T10:30:00.000Z,1580466600000.0,XAU,LBMA,EUR,1430.3746,1429.9674,0.4072,0.0285
2020-02-01T10:30:00.000Z,1580553000000.0,XAU,LBMA,EUR,1430.3746,1430.3746,0.0,0.0
2020-02-02T10:30:00.000Z,1580639400000.0,XAU,LBMA,EUR,1430.3746,1430.3746,0.0,0.0
2020-02-03T10:30:00.000Z,1580725800000.0,XAU,LBMA,EUR,1426.7576,1428.565,-1.8073,-0.1267
2020-02-04T10:30:00.000Z,1580812200000.0,XAU,LBMA,EUR,1422.1579,1429.0822,-6.9243,-0.4869
2020-02-05T10:30:00.000Z,1580898600000.0,XAU,LBMA,EUR,1408.1466,1425.3833,-17.2367,-1.2241
2020-02-06T10:30:00.000Z,1580985000000.0,XAU,LBMA,EUR,1422.1122,1410.7062,11.405999999999999,0.802
2020-02-07T10:30:00.000Z,1581071400000.0,XAU,LBMA,EUR,1429.7566,1426.5202,3.2364,0.2264
2020-02-08T10:30:00.000Z,1581157800000.0,XAU,LBMA,EUR,1429.7566,1429.7566,0.0,0.0
2020-02-09T10:30:00.000Z,1581244200000.0,XAU,LBMA,EUR,1429.7566,1429.7566,0.0,0.0
2020-02-10T10:30:00.000Z,1581330600000.0,XAU,LBMA,EUR,1437.3573,1432.1067,5.2507,0.3653
2020-02-11T10:30:00.000Z,1581417000000.0,XAU,LBMA,EUR,1438.1249,1443.9501,-5.8252,-0.4051
2020-02-12T10:30:00.000Z,1581503400000.0,XAU,LBMA,EUR,1435.5415,1436.4119,-0.8704,-0.0606
2020-02-13T10:30:00.000Z,1581589800000.0,XAU,LBMA,EUR,1449.342,1441.7503,7.5918,0.5238
2020-02-14T10:30:00.000Z,1581676200000.0,XAU,LBMA,EUR,1453.9292,1452.684,1.2452,0.0856
2020-02-15T10:30:00.000Z,1581762600000.0,XAU,LBMA,EUR,1453.9292,1453.9292,0.0,0.0
2020-02-16T10:30:00.000Z,1581849000000.0,XAU,LBMA,EUR,1453.9292,1453.9292,0.0,0.0
2020-02-17T10:30:00.000Z,1581935400000.0,XAU,LBMA,EUR,1458.5141,1454.8685,3.6456,0.25
2020-02-18T10:30:00.000Z,1582021800000.0,XAU,LBMA,EUR,1468.3802,1461.0762,7.3039999999999985,0.4974
2020-02-19T10:30:00.000Z,1582108200000.0,XAU,LBMA,EUR,1490.2778,1470.5556,19.7222,1.3234
2020-02-20T10:30:00.000Z,1582194600000.0,XAU,LBMA,EUR,1492.4467,1491.6589,0.7878,0.0528
2020-02-21T10:30:00.000Z,1582281000000.0,XAU,LBMA,EUR,1512.5451,1490.9268,21.6184,1.4293
2020-02-22T10:30:00.000Z,1582367400000.0,XAU,LBMA,EUR,1512.5451,1512.5451,0.0,0.0
2020-02-23T10:30:00.000Z,1582453800000.0,XAU,LBMA,EUR,1512.5451,1512.5451,0.0,0.0
2020-02-24T10:30:00.000Z,1582540200000.0,XAU,LBMA,EUR,1555.1396,1510.1682,44.9713,2.8918
2020-02-25T10:30:00.000Z,1582626600000.0,XAU,LBMA,EUR,1527.5829999999999,1551.9834,-24.4004,-1.5973
2020-02-26T10:30:00.000Z,1582713000000.0,XAU,LBMA,EUR,1515.3563,1522.6667,-7.3103,-0.4824
2020-02-27T10:30:00.000Z,1582799400000.0,XAU,LBMA,EUR,1501.8242,1503.0555,-1.2313,-0.08199999999999999
2020-02-28T10:30:00.000Z,1582885800000.0,XAU,LBMA,EUR,1481.5979,1500.0455,-18.4477,-1.2451
2020-02-29T10:30:00.000Z,1582972200000.0,XAU,LBMA,EUR,1481.5979,1481.5979,0.0,0.0
2020-03-01T10:30:00.000Z,1583058600000.0,XAU,LBMA,EUR,1481.5979,1481.5979,0.0,0.0
2020-03-02T10:30:00.000Z,1583145000000.0,XAU,LBMA,EUR,1447.3116,1462.2820000000006,-14.9703,-1.0344
2020-03-03T10:30:00.000Z,1583231400000.0,XAU,LBMA,EUR,1438.3827,1447.9626,-9.5799,-0.6659999999999999
2020-03-04T10:30:00.000Z,1583317800000.0,XAU,LBMA,EUR,1478.4719,1437.3483,41.1236,2.7815
2020-03-05T10:30:00.000Z,1583404200000.0,XAU,LBMA,EUR,1472.6468,1470.2779999999998,2.3688,0.1609
2020-03-06T10:30:00.000Z,1583490600000.0,XAU,LBMA,EUR,1488.1793,1453.2904,34.8888,2.3444
2020-03-07T10:30:00.000Z,1583577000000.0,XAU,LBMA,EUR,1488.1793,1488.1793,0.0,0.0
2020-03-08T10:30:00.000Z,1583663400000.0,XAU,LBMA,EUR,1488.1793,1488.1793,0.0,0.0
2020-03-09T10:30:00.000Z,1583749800000.0,XAU,LBMA,EUR,1463.5126,1472.5908,-9.0782,-0.6203
2020-03-10T10:30:00.000Z,1583836200000.0,XAU,LBMA,EUR,1455.1361,1471.993,-16.8569,-1.1584
2020-03-11T10:30:00.000Z,1583922600000.0,XAU,LBMA,EUR,1466.5667,1462.0677,4.4989,0.3068
2020-03-12T10:30:00.000Z,1584009000000.0,XAU,LBMA,EUR,1456.0943,1479.0925,-22.9982,-1.5794
2020-03-13T10:30:00.000Z,1584095400000.0,XAU,LBMA,EUR,1430.2504,1473.9283,-43.678000000000004,-3.0539
2020-03-14T10:30:00.000Z,1584181800000.0,XAU,LBMA,EUR,1430.2504,1430.2504,0.0,0.0
2020-03-15T10:30:00.000Z,1584268200000.0,XAU,LBMA,EUR,1430.2504,1430.2504,0.0,0.0
2020-03-16T10:30:00.000Z,1584354600000.0,XAU,LBMA,EUR,1348.6152,1423.4561,-74.8409,-5.5495
2020-03-17T10:30:00.000Z,1584441000000.0,XAU,LBMA,EUR,1340.6939,1370.1056,-29.4118,-2.1938
2020-03-18T10:30:00.000Z,1584527400000.0,XAU,LBMA,EUR,1377.355,1346.5795,30.7756,2.2344
2020-03-19T10:30:00.000Z,1584613800000.0,XAU,LBMA,EUR,1370.8916,1394.3153,-23.4238,-1.7087
2020-03-20T10:30:00.000Z,1584700200000.0,XAU,LBMA,EUR,1405.1088,1382.9271,22.1818,1.5787
2020-03-21T10:30:00.000Z,1584786600000.0,XAU,LBMA,EUR,1405.1088,1405.1088,0.0,0.0
2020-03-22T10:30:00.000Z,1584873000000.0,XAU,LBMA,EUR,1405.1088,1405.1088,0.0,0.0
2020-03-23T10:30:00.000Z,1584959400000.0,XAU,LBMA,EUR,1385.9779,1395.2054,-9.2275,-0.6658
2020-03-24T10:30:00.000Z,1585045800000.0,XAU,LBMA,EUR,1475.1453,1378.3086,96.8367,6.5646
2020-03-25T10:30:00.000Z,1585132200000.0,XAU,LBMA,EUR,1497.1368,1477.3252,19.8116,1.3233
2020-03-26T10:30:00.000Z,1585218600000.0,XAU,LBMA,EUR,1475.3665,1476.1406,-0.7741,-0.0525
2020-03-27T10:30:00.000Z,1585305000000.0,XAU,LBMA,EUR,1476.9063,1475.9042,1.0021,0.0679
2020-03-28T10:30:00.000Z,1585391400000.0,XAU,LBMA,EUR,1476.9063,1476.9063,0.0,0.0
2020-03-29T09:30:00.000Z,1585474200000.0,XAU,LBMA,EUR,1476.9063,1476.9063,0.0,0.0
2020-03-30T09:30:00.000Z,1585560600000.0,XAU,LBMA,EUR,1472.2222,1469.2768,2.9454,0.2001
2020-03-31T09:30:00.000Z,1585647000000.0,XAU,LBMA,EUR,1464.6313,1482.7035,-18.0723,-1.2339
2020-04-01T09:30:00.000Z,1585733400000.0,XAU,LBMA,EUR,1457.7999,1467.3098,-9.5099,-0.6523
2020-04-02T09:30:00.000Z,1585819800000.0,XAU,LBMA,EUR,1456.1251,1461.81,-5.6849,-0.3904
2020-04-03T09:30:00.000Z,1585906200000.0,XAU,LBMA,EUR,1492.5823,1472.4618,20.1205,1.348
2020-04-04T09:30:00.000Z,1585992600000.0,XAU,LBMA,EUR,1492.5823,1492.5823,0.0,0.0
2020-04-05T09:30:00.000Z,1586079000000.0,XAU,LBMA,EUR,1492.5823,1492.5823,0.0,0.0
2020-04-06T09:30:00.000Z,1586165400000.0,XAU,LBMA,EUR,1516.6342,1491.7524,24.8818,1.6406
2020-04-07T09:30:00.000Z,1586251800000.0,XAU,LBMA,EUR,1517.8686,1503.537,14.3316,0.9442
2020-04-08T09:30:00.000Z,1586338200000.0,XAU,LBMA,EUR,1516.9258,1519.8234,-2.8976,-0.191
2020-04-09T09:30:00.000Z,1586424600000.0,XAU,LBMA,EUR,1529.861,1517.4841,12.3769,0.809
2020-04-10T09:30:00.000Z,1586511000000.0,XAU,LBMA,EUR,1529.861,1529.861,0.0,0.0
2020-04-11T09:30:00.000Z,1586597400000.0,XAU,LBMA,EUR,1529.861,1529.861,0.0,0.0
2020-04-12T09:30:00.000Z,1586683800000.0,XAU,LBMA,EUR,1529.861,1529.861,0.0,0.0
2020-04-13T09:30:00.000Z,1586770200000.0,XAU,LBMA,EUR,1529.861,1529.861,0.0,0.0
2020-04-14T09:30:00.000Z,1586856600000.0,XAU,LBMA,EUR,1565.1282,1516.4645,48.6637,3.1092
2020-04-15T09:30:00.000Z,1586943000000.0,XAU,LBMA,EUR,1570.4393,1573.7412,-3.3018,-0.2102
2020-04-16T09:30:00.000Z,1587029400000.0,XAU,LBMA,EUR,1577.7461,1572.6029,5.1433,0.326
2020-04-17T09:30:00.000Z,1587115800000.0,XAU,LBMA,EUR,1559.07,1581.8139999999999,-22.744,-1.4588
2020-04-18T09:30:00.000Z,1587202200000.0,XAU,LBMA,EUR,1559.07,1559.07,0.0,0.0
2020-04-19T09:30:00.000Z,1587288600000.0,XAU,LBMA,EUR,1559.07,1559.07,0.0,0.0
2020-04-20T09:30:00.000Z,1587375000000.0,XAU,LBMA,EUR,1551.5193,1559.07,-7.5506,-0.4867
2020-04-21T09:30:00.000Z,1587461400000.0,XAU,LBMA,EUR,1548.9527,1554.8122,-5.8596,-0.3783
2020-04-22T09:30:00.000Z,1587547800000.0,XAU,LBMA,EUR,1566.8078,1544.6765,22.1312,1.4125
2020-04-23T09:30:00.000Z,1587634200000.0,XAU,LBMA,EUR,1603.7412,1580.6257,23.1155,1.4413
2020-04-24T09:30:00.000Z,1587720600000.0,XAU,LBMA,EUR,1599.3056,1599.5833,-0.2778,-0.0174
2020-04-25T09:30:00.000Z,1587807000000.0,XAU,LBMA,EUR,1599.3056,1599.3056,0.0,0.0
2020-04-26T09:30:00.000Z,1587893400000.0,XAU,LBMA,EUR,1599.3056,1599.3056,0.0,0.0
2020-04-27T09:30:00.000Z,1587979800000.0,XAU,LBMA,EUR,1582.4272,1591.6421,-9.2149,-0.5823
2020-04-28T09:30:00.000Z,1588066200000.0,XAU,LBMA,EUR,1570.3779,1578.7901,-8.4122,-0.5357
2020-04-29T09:30:00.000Z,1588152600000.0,XAU,LBMA,EUR,1573.5104,1575.4473,-1.9369,-0.1231
2020-04-30T09:30:00.000Z,1588239000000.0,XAU,LBMA,EUR,1578.4755,1568.5914,9.8841,0.6262
2020-05-01T09:30:00.000Z,1588325400000.0,XAU,LBMA,EUR,1538.2953,1578.4755,-40.1802,-2.612
2020-05-02T09:30:00.000Z,1588411800000.0,XAU,LBMA,EUR,1538.2953,1538.2953,0.0,0.0
2020-05-03T09:30:00.000Z,1588498200000.0,XAU,LBMA,EUR,1538.2953,1538.2953,0.0,0.0
2020-05-04T09:30:00.000Z,1588584600000.0,XAU,LBMA,EUR,1557.0279999999998,1529.0166,28.0113,1.7990000000000002
2020-05-05T09:30:00.000Z,1588671000000.0,XAU,LBMA,EUR,1564.4194,1571.2441,-6.8247,-0.4362
2020-05-06T09:30:00.000Z,1588757400000.0,XAU,LBMA,EUR,1572.0366,1569.6308,2.4058,0.153
2020-05-07T09:30:00.000Z,1588843800000.0,XAU,LBMA,EUR,1566.0299,1575.5356,-9.5057,-0.607
2020-05-08T09:30:00.000Z,1588930200000.0,XAU,LBMA,EUR,1557.3642,1557.3642,0.0,0.0
2020-05-09T09:30:00.000Z,1589016600000.0,XAU,LBMA,EUR,1557.3642,1557.3642,0.0,0.0
2020-05-10T09:30:00.000Z,1589103000000.0,XAU,LBMA,EUR,1557.3642,1557.3642,0.0,0.0
2020-05-11T09:30:00.000Z,1589189400000.0,XAU,LBMA,EUR,1569.4752,1560.0979,9.3773,0.5975
2020-05-12T09:30:00.000Z,1589275800000.0,XAU,LBMA,EUR,1568.8432,1564.5607,4.2826,0.273
2020-05-13T09:30:00.000Z,1589362200000.0,XAU,LBMA,EUR,1563.0805,1566.3908,-3.3103,-0.2118
2020-05-14T09:30:00.000Z,1589448600000.0,XAU,LBMA,EUR,1590.4374,1575.1019,15.3354,0.9642
2020-05-15T09:30:00.000Z,1589535000000.0,XAU,LBMA,EUR,1606.6401,1589.5536,17.0865,1.0635
2020-05-16T09:30:00.000Z,1589621400000.0,XAU,LBMA,EUR,1606.6401,1606.6401,0.0,0.0
2020-05-17T09:30:00.000Z,1589707800000.0,XAU,LBMA,EUR,1606.6401,1606.6401,0.0,0.0
2020-05-18T09:30:00.000Z,1589794200000.0,XAU,LBMA,EUR,1621.9535,1601.5971,20.3564,1.2551
2020-05-19T09:30:00.000Z,1589880600000.0,XAU,LBMA,EUR,1584.7032,1604.4749,-19.7717,-1.2477
2020-05-20T09:30:00.000Z,1589967000000.0,XAU,LBMA,EUR,1597.0524,1583.5463,13.5061,0.8457
2020-05-21T09:30:00.000Z,1590053400000.0,XAU,LBMA,EUR,1575.2727,1590.9545,-15.6818,-0.9955
2020-05-22T09:30:00.000Z,1590139800000.0,XAU,LBMA,EUR,1588.8206,1589.1416,-0.321,-0.0202
2020-05-23T09:30:00.000Z,1590226200000.0,XAU,LBMA,EUR,1588.8206,1588.8206,0.0,0.0
2020-05-24T09:30:00.000Z,1590312600000.0,XAU,LBMA,EUR,1588.8206,1588.8206,0.0,0.0
2020-05-25T09:30:00.000Z,1590399000000.0,XAU,LBMA,EUR,1587.9468,1587.9468,0.0,0.0
2020-05-26T09:30:00.000Z,1590485400000.0,XAU,LBMA,EUR,1569.7039,1578.5421,-8.8383,-0.5631
2020-05-27T09:30:00.000Z,1590571800000.0,XAU,LBMA,EUR,1551.4057,1567.4188,-16.0131,-1.0322
2020-05-28T09:30:00.000Z,1590658200000.0,XAU,LBMA,EUR,1564.3609,1547.8849,16.476,1.0532
2020-05-29T09:30:00.000Z,1590744600000.0,XAU,LBMA,EUR,1549.6139,1547.5036,2.1103,0.1362
2020-05-30T09:30:00.000Z,1590831000000.0,XAU,LBMA,EUR,1549.6139,1549.6139,0.0,0.0
2020-05-31T09:30:00.000Z,1590917400000.0,XAU,LBMA,EUR,1549.6139,1549.6139,0.0,0.0
2020-06-01T09:30:00.000Z,1591003800000.0,XAU,LBMA,EUR,1560.6333,1552.4019,8.2314,0.5274
2020-06-02T09:30:00.000Z,1591090200000.0,XAU,LBMA,EUR,1557.4101,1552.5327,4.8774,0.3132
2020-06-03T09:30:00.000Z,1591176600000.0,XAU,LBMA,EUR,1534.3934,1554.6275,-20.2341,-1.3187
2020-06-04T09:30:00.000Z,1591263000000.0,XAU,LBMA,EUR,1516.8444,1526.7556,-9.9111,-0.6534
2020-06-05T09:30:00.000Z,1591349400000.0,XAU,LBMA,EUR,1508.8703,1506.1342,2.7361,0.1813
2020-06-06T09:30:00.000Z,1591435800000.0,XAU,LBMA,EUR,1508.8703,1508.8703,0.0,0.0
2020-06-07T09:30:00.000Z,1591522200000.0,XAU,LBMA,EUR,1508.8703,1508.8703,0.0,0.0
2020-06-08T09:30:00.000Z,1591608600000.0,XAU,LBMA,EUR,1499.3354,1514.8870000000006,-15.5516,-1.0372
2020-06-09T09:30:00.000Z,1591695000000.0,XAU,LBMA,EUR,1511.8647,1498.1406,13.7241,0.9078
2020-06-10T09:30:00.000Z,1591781400000.0,XAU,LBMA,EUR,1510.0220000000006,1501.0989,8.9231,0.5909
2020-06-11T09:30:00.000Z,1591867800000.0,XAU,LBMA,EUR,1526.172,1513.6147,12.5573,0.8228
2020-06-12T09:30:00.000Z,1591954200000.0,XAU,LBMA,EUR,1535.6069,1532.1125,3.4943,0.2276
2020-06-13T09:30:00.000Z,1592040600000.0,XAU,LBMA,EUR,1535.6069,1535.6069,0.0,0.0
2020-06-14T09:30:00.000Z,1592127000000.0,XAU,LBMA,EUR,1535.6069,1535.6069,0.0,0.0
2020-06-15T09:30:00.000Z,1592213400000.0,XAU,LBMA,EUR,1519.9502,1542.5664,-22.6162,-1.4880000000000002
2020-06-16T09:30:00.000Z,1592299800000.0,XAU,LBMA,EUR,1528.4312,1512.5575,15.8737,1.0386
2020-06-17T09:30:00.000Z,1592386200000.0,XAU,LBMA,EUR,1528.9352,1538.7731,-9.838,-0.6435
2020-06-18T09:30:00.000Z,1592472600000.0,XAU,LBMA,EUR,1543.9761,1530.2976,13.6785,0.8859
2020-06-19T09:30:00.000Z,1592559000000.0,XAU,LBMA,EUR,1541.9715,1545.6289,-3.6574,-0.2372
2020-06-20T09:30:00.000Z,1592645400000.0,XAU,LBMA,EUR,1541.9715,1541.9715,0.0,0.0
2020-06-21T09:30:00.000Z,1592731800000.0,XAU,LBMA,EUR,1541.9715,1541.9715,0.0,0.0
2020-06-22T09:30:00.000Z,1592818200000.0,XAU,LBMA,EUR,1556.6307,1541.5589,15.0718,0.9682
2020-06-23T09:30:00.000Z,1592904600000.0,XAU,LBMA,EUR,1552.0410000000006,1542.1894,9.8516,0.6348
2020-06-24T09:30:00.000Z,1592991000000.0,XAU,LBMA,EUR,1574.2021,1557.2695,16.9326,1.0756
2020-06-25T09:30:00.000Z,1593077400000.0,XAU,LBMA,EUR,1570.1339,1585.4464,-15.3125,-0.9752
2020-06-26T09:30:00.000Z,1593163800000.0,XAU,LBMA,EUR,1571.4795,1568.3136,3.1660000000000004,0.2015
2020-06-27T09:30:00.000Z,1593250200000.0,XAU,LBMA,EUR,1571.4795,1571.4795,0.0,0.0
2020-06-28T09:30:00.000Z,1593336600000.0,XAU,LBMA,EUR,1571.4795,1571.4795,0.0,0.0
2020-06-29T09:30:00.000Z,1593423000000.0,XAU,LBMA,EUR,1567.5292,1561.5916,5.9376,0.3788
2020-06-30T09:30:00.000Z,1593509400000.0,XAU,LBMA,EUR,1581.2645,1579.5678,1.6967,0.1073
2020-07-01T09:30:00.000Z,1593595800000.0,XAU,LBMA,EUR,1595.8929,1580.9821,14.9107,0.9343
2020-07-02T09:30:00.000Z,1593682200000.0,XAU,LBMA,EUR,1569.9539,1583.7321,-13.7781,-0.8776
2020-07-03T09:30:00.000Z,1593768600000.0,XAU,LBMA,EUR,1581.1208,1578.6262,2.4947,0.1578
2020-07-04T09:30:00.000Z,1593855000000.0,XAU,LBMA,EUR,1581.1208,1581.1208,0.0,0.0
2020-07-05T09:30:00.000Z,1593941400000.0,XAU,LBMA,EUR,1581.1208,1581.1208,0.0,0.0
2020-07-06T09:30:00.000Z,1594027800000.0,XAU,LBMA,EUR,1566.7991,1567.0199,-0.2208,-0.0141
2020-07-07T09:30:00.000Z,1594114200000.0,XAU,LBMA,EUR,1572.6306,1571.6563,0.9743,0.062
2020-07-08T09:30:00.000Z,1594200600000.0,XAU,LBMA,EUR,1594.3204,1573.1879999999999,21.1324,1.3255
2020-07-09T09:30:00.000Z,1594287000000.0,XAU,LBMA,EUR,1597.9986,1586.4486,11.55,0.7228
2020-07-10T09:30:00.000Z,1594373400000.0,XAU,LBMA,EUR,1601.4101,1607.3519,-5.9418,-0.371
2020-07-11T09:30:00.000Z,1594459800000.0,XAU,LBMA,EUR,1601.4101,1601.4101,0.0,0.0
